index,account_id,district_id,frequency,parseddate,year,month,day
847,A00001453,61,Weekly Issuance,2013-09-25,2013,9,25
848,A00003977,7,Monthly Issuance,2013-09-25,2013,9,25
849,A00008982,64,Monthly Issuance,2013-09-25,2013,9,25
850,A00000027,73,Monthly Issuance,2013-09-26,2013,9,26
851,A00004511,33,Monthly Issuance,2013-09-26,2013,9,26
852,A00001052,61,Monthly Issuance,2013-09-27,2013,9,27
853,A00010227,62,Issuance After Transaction,2013-09-27,2013,9,27
854,A00003171,61,Monthly Issuance,2013-09-28,2013,9,28
855,A00000228,5,Monthly Issuance,2013-09-28,2013,9,28
856,A00003618,29,Monthly Issuance,2013-09-29,2013,9,29
857,A00001016,40,Monthly Issuance,2013-09-29,2013,9,29
858,A00000015,70,Monthly Issuance,2013-10-02,2013,10,2
859,A00003237,20,Monthly Issuance,2013-10-02,2013,10,2
860,A00001485,36,Monthly Issuance,2013-10-03,2013,10,3
861,A00007769,23,Monthly Issuance,2013-10-03,2013,10,3
862,A00002613,26,Monthly Issuance,2013-10-03,2013,10,3
863,A00002201,8,Monthly Issuance,2013-10-05,2013,10,5
864,A00001896,74,Monthly Issuance,2013-10-05,2013,10,5
865,A00005387,1,Monthly Issuance,2013-10-05,2013,10,5
866,A00003535,1,Monthly Issuance,2013-10-05,2013,10,5
867,A00001120,1,Monthly Issuance,2013-10-05,2013,10,5
868,A00000235,41,Monthly Issuance,2013-10-06,2013,10,6
869,A00003701,76,Monthly Issuance,2013-10-06,2013,10,6
870,A00001516,67,Monthly Issuance,2013-10-08,2013,10,8
871,A00004543,33,Monthly Issuance,2013-10-08,2013,10,8
872,A00002427,70,Weekly Issuance,2013-10-08,2013,10,8
873,A00001981,64,Monthly Issuance,2013-10-08,2013,10,8
874,A00008566,74,Monthly Issuance,2013-10-08,2013,10,8
875,A00000678,17,Monthly Issuance,2013-10-08,2013,10,8
876,A00004659,56,Monthly Issuance,2013-10-08,2013,10,8
877,A00004059,34,Monthly Issuance,2013-10-08,2013,10,8
878,A00004013,73,Issuance After Transaction,2013-10-08,2013,10,8
879,A00007011,75,Monthly Issuance,2013-10-08,2013,10,8
880,A00002132,76,Monthly Issuance,2013-10-08,2013,10,8
881,A00001816,44,Monthly Issuance,2013-10-08,2013,10,8
882,A00002623,58,Monthly Issuance,2013-10-09,2013,10,9
883,A00002793,47,Monthly Issuance,2013-10-09,2013,10,9
884,A00002479,18,Monthly Issuance,2013-10-09,2013,10,9
885,A00011135,75,Monthly Issuance,2013-10-10,2013,10,10
886,A00008041,1,Monthly Issuance,2013-10-10,2013,10,10
887,A00000492,5,Monthly Issuance,2013-10-10,2013,10,10
888,A00000799,56,Monthly Issuance,2013-10-10,2013,10,10
889,A00003972,51,Monthly Issuance,2013-10-11,2013,10,11
890,A00001468,54,Monthly Issuance,2013-10-11,2013,10,11
891,A00000624,70,Monthly Issuance,2013-10-11,2013,10,11
892,A00003483,40,Monthly Issuance,2013-10-12,2013,10,12
893,A00004260,56,Monthly Issuance,2013-10-14,2013,10,14
894,A00000616,43,Monthly Issuance,2013-10-14,2013,10,14
895,A00000931,59,Monthly Issuance,2013-10-15,2013,10,15
896,A00000102,11,Monthly Issuance,2013-10-16,2013,10,16
897,A00000540,75,Monthly Issuance,2013-10-16,2013,10,16
898,A00002660,1,Weekly Issuance,2013-10-17,2013,10,17
899,A00004287,1,Monthly Issuance,2013-10-17,2013,10,17
900,A00003551,6,Monthly Issuance,2013-10-17,2013,10,17
901,A00002072,41,Monthly Issuance,2013-10-17,2013,10,17
902,A00004119,77,Monthly Issuance,2013-10-18,2013,10,18
903,A00001345,28,Monthly Issuance,2013-10-19,2013,10,19
904,A00001565,36,Monthly Issuance,2013-10-20,2013,10,20
905,A00002824,11,Monthly Issuance,2013-10-20,2013,10,20
906,A00002052,61,Monthly Issuance,2013-10-20,2013,10,20
907,A00001767,21,Monthly Issuance,2013-10-20,2013,10,20
908,A00002140,75,Monthly Issuance,2013-10-21,2013,10,21
909,A00001051,35,Monthly Issuance,2013-10-21,2013,10,21
910,A00003927,56,Monthly Issuance,2013-10-22,2013,10,22
911,A00002050,1,Monthly Issuance,2013-10-22,2013,10,22
912,A00002276,31,Monthly Issuance,2013-10-22,2013,10,22
913,A00000126,5,Monthly Issuance,2013-10-23,2013,10,23
914,A00002859,11,Monthly Issuance,2013-10-23,2013,10,23
915,A00002667,23,Monthly Issuance,2013-10-23,2013,10,23
916,A00001789,46,Monthly Issuance,2013-10-23,2013,10,23
917,A00000838,47,Monthly Issuance,2013-10-23,2013,10,23
918,A00003264,70,Monthly Issuance,2013-10-23,2013,10,23
919,A00000198,70,Monthly Issuance,2013-10-25,2013,10,25
920,A00002345,5,Monthly Issuance,2013-10-25,2013,10,25
921,A00005256,72,Issuance After Transaction,2013-10-25,2013,10,25
922,A00000040,64,Monthly Issuance,2013-10-25,2013,10,25
923,A00000419,13,Monthly Issuance,2013-10-25,2013,10,25
924,A00003892,43,Monthly Issuance,2013-10-25,2013,10,25
925,A00001217,69,Monthly Issuance,2013-10-25,2013,10,25
926,A00000397,11,Monthly Issuance,2013-10-26,2013,10,26
927,A00003146,68,Monthly Issuance,2013-10-26,2013,10,26
928,A00000287,16,Monthly Issuance,2013-10-27,2013,10,27
929,A00002180,45,Monthly Issuance,2013-10-27,2013,10,27
930,A00000354,59,Monthly Issuance,2013-10-28,2013,10,28
931,A00000259,2,Monthly Issuance,2013-10-28,2013,10,28
932,A00001666,67,Monthly Issuance,2013-10-30,2013,10,30
933,A00001495,36,Monthly Issuance,2013-11-01,2013,11,1
934,A00002582,28,Monthly Issuance,2013-11-01,2013,11,1
935,A00004470,16,Monthly Issuance,2013-11-01,2013,11,1
936,A00001381,57,Monthly Issuance,2013-11-01,2013,11,1
937,A00002435,38,Monthly Issuance,2013-11-01,2013,11,1
938,A00000542,1,Monthly Issuance,2013-11-01,2013,11,1
939,A00001123,13,Monthly Issuance,2013-11-01,2013,11,1
940,A00003225,1,Monthly Issuance,2013-11-01,2013,11,1
941,A00001133,1,Monthly Issuance,2013-11-01,2013,11,1
942,A00003086,1,Monthly Issuance,2013-11-02,2013,11,2
943,A00002250,35,Monthly Issuance,2013-11-02,2013,11,2
944,A00000340,1,Monthly Issuance,2013-11-03,2013,11,3
945,A00004079,52,Monthly Issuance,2013-11-03,2013,11,3
946,A00000841,1,Monthly Issuance,2013-11-04,2013,11,4
947,A00002269,6,Monthly Issuance,2013-11-04,2013,11,4
948,A00002867,30,Monthly Issuance,2013-11-04,2013,11,4
949,A00003371,68,Monthly Issuance,2013-11-04,2013,11,4
950,A00000520,60,Monthly Issuance,2013-11-04,2013,11,4
951,A00000743,10,Monthly Issuance,2013-11-05,2013,11,5
952,A00003640,10,Monthly Issuance,2013-11-05,2013,11,5
953,A00003354,63,Monthly Issuance,2013-11-05,2013,11,5
954,A00000107,64,Monthly Issuance,2013-11-05,2013,11,5
955,A00000243,55,Weekly Issuance,2013-11-06,2013,11,6
956,A00003687,71,Monthly Issuance,2013-11-06,2013,11,6
957,A00001984,73,Monthly Issuance,2013-11-07,2013,11,7
958,A00004173,1,Monthly Issuance,2013-11-08,2013,11,8
959,A00002700,74,Monthly Issuance,2013-11-08,2013,11,8
960,A00002318,73,Monthly Issuance,2013-11-08,2013,11,8
961,A00007965,55,Monthly Issuance,2013-11-08,2013,11,8
962,A00003352,42,Monthly Issuance,2013-11-08,2013,11,8
963,A00004255,70,Weekly Issuance,2013-11-08,2013,11,8
964,A00000073,72,Monthly Issuance,2013-11-08,2013,11,8
965,A00003948,1,Monthly Issuance,2013-11-09,2013,11,9
966,A00000648,13,Monthly Issuance,2013-11-09,2013,11,9
967,A00003688,70,Monthly Issuance,2013-11-10,2013,11,10
968,A00000462,29,Monthly Issuance,2013-11-10,2013,11,10
969,A00003243,1,Monthly Issuance,2013-11-10,2013,11,10
970,A00008625,64,Monthly Issuance,2013-11-10,2013,11,10
971,A00000321,47,Monthly Issuance,2013-11-11,2013,11,11
972,A00003548,23,Monthly Issuance,2013-11-11,2013,11,11
973,A00005984,11,Monthly Issuance,2013-11-11,2013,11,11
974,A00003091,3,Monthly Issuance,2013-11-11,2013,11,11
975,A00000626,72,Monthly Issuance,2013-11-11,2013,11,11
976,A00000998,47,Monthly Issuance,2013-11-11,2013,11,11
977,A00003326,5,Monthly Issuance,2013-11-11,2013,11,11
978,A00002457,76,Monthly Issuance,2013-11-11,2013,11,11
979,A00002549,74,Monthly Issuance,2013-11-12,2013,11,12
980,A00001947,35,Monthly Issuance,2013-11-12,2013,11,12
981,A00002738,41,Monthly Issuance,2013-11-12,2013,11,12
982,A00001809,1,Weekly Issuance,2013-11-12,2013,11,12
983,A00000519,24,Monthly Issuance,2013-11-12,2013,11,12
984,A00002665,61,Monthly Issuance,2013-11-13,2013,11,13
985,A00001114,6,Weekly Issuance,2013-11-13,2013,11,13
986,A00008957,1,Monthly Issuance,2013-11-13,2013,11,13
987,A00002271,68,Monthly Issuance,2013-11-13,2013,11,13
988,A00000196,4,Monthly Issuance,2013-11-14,2013,11,14
989,A00003218,41,Monthly Issuance,2013-11-14,2013,11,14
990,A00003660,74,Monthly Issuance,2013-11-14,2013,11,14
991,A00000787,10,Monthly Issuance,2013-11-14,2013,11,14
992,A00003820,1,Monthly Issuance,2013-11-14,2013,11,14
993,A00010906,76,Monthly Issuance,2013-11-14,2013,11,14
994,A00000914,73,Monthly Issuance,2013-11-14,2013,11,14
995,A00009656,61,Monthly Issuance,2013-11-14,2013,11,14
996,A00001941,60,Monthly Issuance,2013-11-15,2013,11,15
997,A00003617,22,Monthly Issuance,2013-11-15,2013,11,15
998,A00003370,49,Monthly Issuance,2013-11-15,2013,11,15
999,A00001664,56,Monthly Issuance,2013-11-15,2013,11,15
1000,A00004337,29,Monthly Issuance,2013-11-16,2013,11,16
1001,A00002557,40,Monthly Issuance,2013-11-17,2013,11,17
1002,A00001527,31,Issuance After Transaction,2013-11-17,2013,11,17
1003,A00003938,57,Monthly Issuance,2013-11-17,2013,11,17
1004,A00001686,11,Monthly Issuance,2013-11-18,2013,11,18
1005,A00010670,60,Monthly Issuance,2013-11-18,2013,11,18
1006,A00003309,66,Monthly Issuance,2013-11-20,2013,11,20
1007,A00003107,5,Monthly Issuance,2013-11-20,2013,11,20
1008,A00008377,29,Monthly Issuance,2013-11-20,2013,11,20
1009,A00000345,5,Monthly Issuance,2013-11-20,2013,11,20
1010,A00000498,1,Monthly Issuance,2013-11-21,2013,11,21
1011,A00003571,39,Monthly Issuance,2013-11-21,2013,11,21
1012,A00005991,1,Monthly Issuance,2013-11-21,2013,11,21
1013,A00001128,74,Monthly Issuance,2013-11-21,2013,11,21
1014,A00010439,66,Monthly Issuance,2013-11-21,2013,11,21
1015,A00001302,55,Monthly Issuance,2013-11-21,2013,11,21
1016,A00010788,67,Weekly Issuance,2013-11-22,2013,11,22
1017,A00004343,31,Monthly Issuance,2013-11-22,2013,11,22
1018,A00002460,1,Monthly Issuance,2013-11-22,2013,11,22
1019,A00001931,20,Monthly Issuance,2013-11-23,2013,11,23
1020,A00002972,12,Monthly Issuance,2013-11-23,2013,11,23
1021,A00001286,66,Issuance After Transaction,2013-11-23,2013,11,23
1022,A00001235,76,Monthly Issuance,2013-11-23,2013,11,23
1023,A00004385,23,Monthly Issuance,2013-11-23,2013,11,23
1024,A00007449,1,Monthly Issuance,2013-11-24,2013,11,24
1025,A00000545,54,Monthly Issuance,2013-11-24,2013,11,24
1026,A00000245,65,Monthly Issuance,2013-11-25,2013,11,25
1027,A00000688,74,Monthly Issuance,2013-11-25,2013,11,25
1028,A00000173,66,Monthly Issuance,2013-11-26,2013,11,26
1029,A00010904,48,Monthly Issuance,2013-11-26,2013,11,26
1030,A00007844,1,Monthly Issuance,2013-11-26,2013,11,26
1031,A00006353,26,Monthly Issuance,2013-11-26,2013,11,26
1032,A00000604,12,Monthly Issuance,2013-11-26,2013,11,26
1033,A00006806,1,Monthly Issuance,2013-11-26,2013,11,26
1034,A00005927,15,Monthly Issuance,2013-11-26,2013,11,26
1035,A00002419,24,Monthly Issuance,2013-11-27,2013,11,27
1036,A00001288,11,Monthly Issuance,2013-11-27,2013,11,27
1037,A00003003,18,Monthly Issuance,2013-11-27,2013,11,27
1038,A00010131,1,Monthly Issuance,2013-11-27,2013,11,27
1039,A00001952,70,Monthly Issuance,2013-11-28,2013,11,28
1040,A00000651,72,Monthly Issuance,2013-11-28,2013,11,28
1041,A00002989,4,Monthly Issuance,2013-11-28,2013,11,28
1042,A00001499,47,Monthly Issuance,2013-11-28,2013,11,28
1043,A00000426,1,Monthly Issuance,2013-11-29,2013,11,29
1044,A00003570,44,Monthly Issuance,2013-11-29,2013,11,29
1045,A00004237,18,Monthly Issuance,2013-11-29,2013,11,29
1046,A00002739,59,Monthly Issuance,2013-11-29,2013,11,29
1047,A00004526,63,Monthly Issuance,2013-11-29,2013,11,29
1048,A00001621,75,Monthly Issuance,2013-12-01,2013,12,1
1049,A00000344,54,Monthly Issuance,2013-12-01,2013,12,1
1050,A00001359,8,Monthly Issuance,2013-12-02,2013,12,2
1051,A00000290,56,Monthly Issuance,2013-12-02,2013,12,2
1052,A00000066,48,Issuance After Transaction,2013-12-03,2013,12,3
1053,A00001314,48,Monthly Issuance,2013-12-03,2013,12,3
1054,A00003145,4,Monthly Issuance,2013-12-03,2013,12,3
1055,A00001204,29,Monthly Issuance,2013-12-03,2013,12,3
1056,A00000437,43,Monthly Issuance,2013-12-03,2013,12,3
1057,A00002063,1,Monthly Issuance,2013-12-04,2013,12,4
1058,A00003087,15,Monthly Issuance,2013-12-04,2013,12,4
1059,A00002588,5,Monthly Issuance,2013-12-04,2013,12,4
1060,A00000956,74,Monthly Issuance,2013-12-05,2013,12,5
1061,A00000597,41,Monthly Issuance,2013-12-05,2013,12,5
1062,A00003129,5,Monthly Issuance,2013-12-05,2013,12,5
1063,A00000884,2,Monthly Issuance,2013-12-07,2013,12,7
1064,A00004264,28,Monthly Issuance,2013-12-07,2013,12,7
1065,A00003223,1,Monthly Issuance,2013-12-07,2013,12,7
1066,A00000737,34,Monthly Issuance,2013-12-08,2013,12,8
1067,A00002306,38,Monthly Issuance,2013-12-08,2013,12,8
1068,A00001673,53,Monthly Issuance,2013-12-08,2013,12,8
1069,A00010663,11,Monthly Issuance,2013-12-08,2013,12,8
1070,A00003345,22,Monthly Issuance,2013-12-08,2013,12,8
1071,A00001970,8,Monthly Issuance,2013-12-08,2013,12,8
1072,A00002504,16,Monthly Issuance,2013-12-09,2013,12,9
1073,A00000358,12,Monthly Issuance,2013-12-09,2013,12,9
1074,A00002980,66,Monthly Issuance,2013-12-09,2013,12,9
1075,A00003918,53,Monthly Issuance,2013-12-09,2013,12,9
1076,A00001680,59,Monthly Issuance,2013-12-10,2013,12,10
1077,A00003039,1,Monthly Issuance,2013-12-10,2013,12,10
1078,A00003380,64,Monthly Issuance,2013-12-10,2013,12,10
1079,A00002128,22,Monthly Issuance,2013-12-10,2013,12,10
1080,A00000903,47,Monthly Issuance,2013-12-10,2013,12,10
1081,A00001762,28,Monthly Issuance,2013-12-11,2013,12,11
1082,A00000061,70,Monthly Issuance,2013-12-11,2013,12,11
1083,A00000391,36,Monthly Issuance,2013-12-11,2013,12,11
1084,A00002305,1,Monthly Issuance,2013-12-11,2013,12,11
1085,A00001588,67,Monthly Issuance,2013-12-11,2013,12,11
1086,A00000183,43,Monthly Issuance,2013-12-12,2013,12,12
1087,A00000365,74,Monthly Issuance,2013-12-12,2013,12,12
1088,A00002476,32,Monthly Issuance,2013-12-12,2013,12,12
1089,A00000347,65,Monthly Issuance,2013-12-13,2013,12,13
1090,A00001877,76,Monthly Issuance,2013-12-13,2013,12,13
1091,A00003196,1,Monthly Issuance,2013-12-13,2013,12,13
1092,A00002928,55,Monthly Issuance,2013-12-14,2013,12,14
1093,A00001225,4,Monthly Issuance,2013-12-14,2013,12,14
1094,A00003825,7,Monthly Issuance,2013-12-14,2013,12,14
1095,A00000180,55,Weekly Issuance,2013-12-14,2013,12,14
1096,A00002813,24,Monthly Issuance,2013-12-15,2013,12,15
1097,A00001605,72,Monthly Issuance,2013-12-16,2013,12,16
1098,A00001792,7,Monthly Issuance,2013-12-16,2013,12,16
1099,A00001604,54,Monthly Issuance,2013-12-16,2013,12,16
1100,A00000883,1,Monthly Issuance,2013-12-17,2013,12,17
1101,A00000441,27,Weekly Issuance,2013-12-17,2013,12,17
1102,A00003429,73,Monthly Issuance,2013-12-17,2013,12,17
1103,A00004514,69,Monthly Issuance,2013-12-18,2013,12,18
1104,A00001088,32,Monthly Issuance,2013-12-19,2013,12,19
1105,A00003094,56,Monthly Issuance,2013-12-20,2013,12,20
1106,A00001768,15,Monthly Issuance,2013-12-20,2013,12,20
1107,A00002768,73,Monthly Issuance,2013-12-20,2013,12,20
1108,A00002257,57,Monthly Issuance,2013-12-21,2013,12,21
1109,A00001882,1,Monthly Issuance,2013-12-21,2013,12,21
1110,A00000719,30,Monthly Issuance,2013-12-21,2013,12,21
1111,A00005092,74,Monthly Issuance,2013-12-21,2013,12,21
1112,A00003292,1,Monthly Issuance,2013-12-21,2013,12,21
1113,A00003604,75,Monthly Issuance,2013-12-22,2013,12,22
1114,A00002733,76,Monthly Issuance,2013-12-22,2013,12,22
1115,A00003669,76,Monthly Issuance,2013-12-22,2013,12,22
1116,A00001940,52,Monthly Issuance,2013-12-22,2013,12,22
1117,A00003056,55,Monthly Issuance,2013-12-22,2013,12,22
1118,A00001419,33,Monthly Issuance,2013-12-22,2013,12,22
1119,A00002971,76,Weekly Issuance,2013-12-23,2013,12,23
1120,A00001959,62,Monthly Issuance,2013-12-24,2013,12,24
1121,A00003164,33,Monthly Issuance,2013-12-24,2013,12,24
1122,A00003197,1,Monthly Issuance,2013-12-25,2013,12,25
1123,A00002770,42,Monthly Issuance,2013-12-25,2013,12,25
1124,A00007944,59,Monthly Issuance,2013-12-27,2013,12,27
1125,A00001080,55,Monthly Issuance,2013-12-27,2013,12,27
1126,A00006148,74,Monthly Issuance,2013-12-27,2013,12,27
1127,A00002010,1,Monthly Issuance,2013-12-27,2013,12,27
1128,A00003135,72,Monthly Issuance,2013-12-27,2013,12,27
1129,A00001098,47,Monthly Issuance,2013-12-28,2013,12,28
1130,A00000100,41,Monthly Issuance,2013-12-28,2013,12,28
1131,A00002913,8,Monthly Issuance,2013-12-28,2013,12,28
1132,A00001153,35,Monthly Issuance,2013-12-29,2013,12,29
1133,A00001635,19,Monthly Issuance,2013-12-29,2013,12,29
1134,A00002842,14,Monthly Issuance,2013-12-29,2013,12,29
1135,A00003759,1,Monthly Issuance,2013-12-29,2013,12,29
1136,A00003594,29,Monthly Issuance,2013-12-30,2013,12,30
1137,A00002778,38,Monthly Issuance,2013-12-30,2013,12,30
1138,A00002161,15,Weekly Issuance,2013-12-30,2013,12,30
1139,A00002789,14,Monthly Issuance,2014-01-01,2014,1,1
1140,A00001552,18,Monthly Issuance,2014-01-02,2014,1,2
1141,A00000628,72,Monthly Issuance,2014-01-03,2014,1,3
1142,A00001458,29,Monthly Issuance,2014-01-03,2014,1,3
1143,A00002673,34,Monthly Issuance,2014-01-04,2014,1,4
1144,A00001788,1,Monthly Issuance,2014-01-04,2014,1,4
1145,A00001193,29,Monthly Issuance,2014-01-05,2014,1,5
1146,A00000969,19,Monthly Issuance,2014-01-08,2014,1,8
1147,A00001512,1,Monthly Issuance,2014-01-08,2014,1,8
1148,A00003997,62,Monthly Issuance,2014-01-13,2014,1,13
1149,A00002179,1,Weekly Issuance,2014-01-14,2014,1,14
1150,A00001164,35,Monthly Issuance,2014-01-14,2014,1,14
1151,A00004774,66,Monthly Issuance,2014-01-14,2014,1,14
1152,A00004413,74,Weekly Issuance,2014-01-15,2014,1,15
1153,A00001824,52,Monthly Issuance,2014-01-17,2014,1,17
1154,A00001231,7,Monthly Issuance,2014-01-18,2014,1,18
1155,A00002664,58,Monthly Issuance,2014-01-20,2014,1,20
1156,A00001627,1,Monthly Issuance,2014-01-20,2014,1,20
1157,A00009104,10,Monthly Issuance,2014-01-21,2014,1,21
1158,A00002326,70,Monthly Issuance,2014-01-24,2014,1,24
1159,A00004356,47,Monthly Issuance,2014-01-26,2014,1,26
1160,A00003667,55,Monthly Issuance,2014-01-26,2014,1,26
1161,A00000742,77,Monthly Issuance,2014-01-28,2014,1,28
1162,A00002538,42,Monthly Issuance,2014-01-30,2014,1,30
1163,A00000127,29,Monthly Issuance,2014-02-02,2014,2,2
1164,A00000726,76,Monthly Issuance,2014-02-03,2014,2,3
1165,A00004907,42,Monthly Issuance,2014-02-06,2014,2,6
1166,A00002628,64,Issuance After Transaction,2014-02-06,2014,2,6
1167,A00003898,70,Monthly Issuance,2014-02-07,2014,2,7
1168,A00006472,61,Monthly Issuance,2014-02-08,2014,2,8
1169,A00001770,65,Monthly Issuance,2014-02-08,2014,2,8
1170,A00002472,60,Monthly Issuance,2014-02-08,2014,2,8
1171,A00001159,49,Monthly Issuance,2014-02-09,2014,2,9
1172,A00004418,66,Monthly Issuance,2014-02-09,2014,2,9
1173,A00001470,19,Monthly Issuance,2014-02-10,2014,2,10
1174,A00001813,47,Monthly Issuance,2014-02-11,2014,2,11
1175,A00004416,14,Monthly Issuance,2014-02-12,2014,2,12
1176,A00002315,75,Monthly Issuance,2014-02-13,2014,2,13
1177,A00003876,69,Monthly Issuance,2014-02-13,2014,2,13
1178,A00004329,1,Monthly Issuance,2014-02-17,2014,2,17
1179,A00003184,1,Monthly Issuance,2014-02-18,2014,2,18
1180,A00000370,25,Monthly Issuance,2014-02-18,2014,2,18
1181,A00001317,56,Monthly Issuance,2014-02-18,2014,2,18
1182,A00002675,1,Monthly Issuance,2014-02-19,2014,2,19
1183,A00003840,76,Monthly Issuance,2014-02-19,2014,2,19
1184,A00004009,56,Monthly Issuance,2014-02-20,2014,2,20
1185,A00003886,1,Monthly Issuance,2014-02-20,2014,2,20
1186,A00003445,1,Monthly Issuance,2014-02-22,2014,2,22
1187,A00002482,1,Monthly Issuance,2014-02-23,2014,2,23
1188,A00002361,28,Monthly Issuance,2014-02-25,2014,2,25
1189,A00000974,29,Monthly Issuance,2014-02-25,2014,2,25
1190,A00002959,8,Monthly Issuance,2014-02-25,2014,2,25
1191,A00001880,76,Monthly Issuance,2014-02-25,2014,2,25
1192,A00003355,70,Monthly Issuance,2014-02-26,2014,2,26
1193,A00002501,30,Monthly Issuance,2014-02-26,2014,2,26
1194,A00001073,73,Monthly Issuance,2014-02-27,2014,2,27
1195,A00008558,1,Issuance After Transaction,2014-02-27,2014,2,27
1196,A00003101,1,Monthly Issuance,2014-02-27,2014,2,27
1197,A00002568,17,Monthly Issuance,2014-03-02,2014,3,2
1198,A00001169,49,Issuance After Transaction,2014-03-02,2014,3,2
1199,A00003684,23,Monthly Issuance,2014-03-04,2014,3,4
1200,A00001406,50,Monthly Issuance,2014-03-04,2014,3,4
1201,A00000071,1,Monthly Issuance,2014-03-05,2014,3,5
1202,A00003528,10,Monthly Issuance,2014-03-05,2014,3,5
1203,A00003405,36,Monthly Issuance,2014-03-07,2014,3,7
1204,A00006118,1,Weekly Issuance,2014-03-07,2014,3,7
1205,A00002382,59,Monthly Issuance,2014-03-08,2014,3,8
1206,A00001570,1,Monthly Issuance,2014-03-12,2014,3,12
1207,A00001511,51,Issuance After Transaction,2014-03-13,2014,3,13
1208,A00001237,9,Monthly Issuance,2014-03-13,2014,3,13
1209,A00003307,30,Monthly Issuance,2014-03-13,2014,3,13
1210,A00003378,55,Monthly Issuance,2014-03-14,2014,3,14
1211,A00000989,19,Monthly Issuance,2014-03-14,2014,3,14
1212,A00003253,71,Issuance After Transaction,2014-03-15,2014,3,15
1213,A00001626,3,Monthly Issuance,2014-03-15,2014,3,15
1214,A00000289,1,Monthly Issuance,2014-03-17,2014,3,17
1215,A00001987,54,Monthly Issuance,2014-03-17,2014,3,17
1216,A00000817,5,Monthly Issuance,2014-03-18,2014,3,18
1217,A00002228,34,Monthly Issuance,2014-03-19,2014,3,19
1218,A00000904,1,Monthly Issuance,2014-03-20,2014,3,20
1219,A00003824,41,Monthly Issuance,2014-03-20,2014,3,20
1220,A00003599,63,Monthly Issuance,2014-03-20,2014,3,20
1221,A00000022,1,Monthly Issuance,2014-03-23,2014,3,23
1222,A00000470,64,Monthly Issuance,2014-03-23,2014,3,23
1223,A00001273,37,Monthly Issuance,2014-03-25,2014,3,25
1224,A00000237,50,Monthly Issuance,2014-03-25,2014,3,25
1225,A00000059,43,Monthly Issuance,2014-03-27,2014,3,27
1226,A00000572,32,Monthly Issuance,2014-03-27,2014,3,27
1227,A00001269,52,Monthly Issuance,2014-03-28,2014,3,28
1228,A00000855,1,Monthly Issuance,2014-03-28,2014,3,28
1229,A00003183,45,Monthly Issuance,2014-04-01,2014,4,1
1230,A00001969,5,Monthly Issuance,2014-04-02,2014,4,2
1231,A00002799,54,Weekly Issuance,2014-04-03,2014,4,3
1232,A00001042,43,Monthly Issuance,2014-04-03,2014,4,3
1233,A00001158,50,Monthly Issuance,2014-04-03,2014,4,3
1234,A00002713,26,Monthly Issuance,2014-04-03,2014,4,3
1235,A00000740,28,Monthly Issuance,2014-04-04,2014,4,4
1236,A00000493,26,Monthly Issuance,2014-04-05,2014,4,5
1237,A00002067,76,Monthly Issuance,2014-04-07,2014,4,7
1238,A00003804,7,Monthly Issuance,2014-04-07,2014,4,7
1239,A00004259,66,Monthly Issuance,2014-04-08,2014,4,8
1240,A00002886,1,Monthly Issuance,2014-04-08,2014,4,8
1241,A00000761,43,Monthly Issuance,2014-04-09,2014,4,9
1242,A00001918,24,Monthly Issuance,2014-04-10,2014,4,10
1243,A00003036,10,Monthly Issuance,2014-04-10,2014,4,10
1244,A00003259,1,Monthly Issuance,2014-04-11,2014,4,11
1245,A00004408,71,Weekly Issuance,2014-04-11,2014,4,11
1246,A00002009,17,Monthly Issuance,2014-04-14,2014,4,14
1247,A00001194,1,Monthly Issuance,2014-04-15,2014,4,15
1248,A00003718,63,Monthly Issuance,2014-04-16,2014,4,16
1249,A00003201,4,Monthly Issuance,2014-04-17,2014,4,17
1250,A00000460,1,Monthly Issuance,2014-04-18,2014,4,18
1251,A00000784,59,Monthly Issuance,2014-04-19,2014,4,19
1252,A00003714,2,Weekly Issuance,2014-04-21,2014,4,21
1253,A00002154,63,Monthly Issuance,2014-04-21,2014,4,21
1254,A00001256,38,Monthly Issuance,2014-04-21,2014,4,21
1255,A00001353,51,Monthly Issuance,2014-04-21,2014,4,21
1256,A00001820,10,Monthly Issuance,2014-04-22,2014,4,22
1257,A00002494,74,Monthly Issuance,2014-04-23,2014,4,23
1258,A00002399,1,Monthly Issuance,2014-04-26,2014,4,26
1259,A00000343,18,Monthly Issuance,2014-04-26,2014,4,26
1260,A00000575,38,Monthly Issuance,2014-04-26,2014,4,26
1261,A00000900,48,Monthly Issuance,2014-04-26,2014,4,26
1262,A00001467,37,Monthly Issuance,2014-04-27,2014,4,27
1263,A00000031,68,Monthly Issuance,2014-04-27,2014,4,27
1264,A00001375,19,Monthly Issuance,2014-04-27,2014,4,27
1265,A00001371,1,Monthly Issuance,2014-04-27,2014,4,27
1266,A00000844,53,Monthly Issuance,2014-04-28,2014,4,28
1267,A00000908,62,Monthly Issuance,2014-04-29,2014,4,29
1268,A00003134,48,Monthly Issuance,2014-04-29,2014,4,29
1269,A00002092,1,Monthly Issuance,2014-04-29,2014,4,29
1270,A00003747,1,Monthly Issuance,2014-05-01,2014,5,1
1271,A00000277,32,Issuance After Transaction,2014-05-01,2014,5,1
1272,A00003595,30,Monthly Issuance,2014-05-01,2014,5,1
1273,A00002511,40,Monthly Issuance,2014-05-01,2014,5,1
